onset	duration	trial_type	value	sample	token	EEG_trigger_start	EEG_trigger_end
238.7712	10	clicks_mid	1	2387712	0	1	2
248.8408	10	clicks_high	2	2488408	0	1	2
258.9103	10	clicks_low	0	2589103	0	1	2
268.9799	10	clicks_high	2	2689799	1	1	2
279.0495	10	clicks_mid	1	2790495	1	1	2
289.0978	10	clicks_low	0	2890978	1	1	2
299.1674	10	clicks_mid	1	2991674	2	1	2
309.237	10	clicks_high	2	3092370	2	1	2
319.3066	10	clicks_low	0	3193066	2	1	2
329.3761	10	clicks_mid	1	3293761	3	1	2
339.4244	10	clicks_low	0	3394244	3	1	2
349.5153	10	clicks_high	2	3495153	3	1	2
359.5636	10	clicks_high	2	3595636	4	1	2
369.6332	10	clicks_mid	1	3696332	4	1	2
379.7028	10	clicks_low	0	3797028	4	1	2
389.7724	10	clicks_high	2	3897724	5	1	2
399.8419	10	clicks_low	0	3998419	5	1	2
409.9115	10	clicks_mid	1	4099115	5	1	2
419.9811	10	clicks_mid	1	4199811	6	1	2
430.0507	10	clicks_high	2	4300507	6	1	2
440.1203	10	clicks_low	0	4401203	6	1	2
450.1899	10	clicks_low	0	4501899	7	1	2
460.2595	10	clicks_high	2	4602595	7	1	2
470.3291	10	clicks_mid	1	4703291	7	1	2
480.3987	10	clicks_mid	1	4803987	8	1	2
490.4683	10	clicks_low	0	4904683	8	1	2
500.5379	10	clicks_high	2	5005379	8	1	2
510.6074	10	clicks_high	2	5106074	9	1	2
520.6557	10	clicks_mid	1	5206557	9	1	2
530.7253	10	clicks_low	0	5307253	9	1	2
540.7949	10	clicks_low	0	5407949	10	1	2
550.8645	10	clicks_high	2	5508645	10	1	2
560.9341	10	clicks_mid	1	5609341	10	1	2
571.0036	10	clicks_high	2	5710036	11	1	2
581.0732	10	clicks_low	0	5810732	11	1	2
591.1428	10	clicks_mid	1	5911428	11	1	2
601.2124	10	clicks_high	2	6012124	12	1	2
611.282	10	clicks_low	0	6112820	12	1	2
621.3516	10	clicks_mid	1	6213516	12	1	2
631.4212	10	clicks_high	2	6314212	13	1	2
641.4694	10	clicks_mid	1	6414694	13	1	2
651.539	10	clicks_low	0	6515390	13	1	2
661.6086	10	clicks_low	0	6616086	14	1	2
671.6782	10	clicks_high	2	6716782	14	1	2
681.7478	10	clicks_mid	1	6817478	14	1	2
691.8174	10	clicks_high	2	6918174	15	1	2
701.8656	10	clicks_low	0	7018656	15	1	2
711.9352	10	clicks_mid	1	7119352	15	1	2
722.0048	10	clicks_high	2	7220048	16	1	2
732.0744	10	clicks_low	0	7320744	16	1	2
742.144	10	clicks_mid	1	7421440	16	1	2
752.2136	10	clicks_mid	1	7522136	17	1	2
762.2832	10	clicks_high	2	7622832	17	1	2
772.3528	10	clicks_low	0	7723528	17	1	2
782.4224	10	clicks_mid	1	7824224	18	1	2
792.4706	10	clicks_high	2	7924706	18	1	2
802.5402	10	clicks_low	0	8025402	18	1	2
812.6098	10	clicks_high	2	8126098	19	1	2
822.6581	10	clicks_low	0	8226581	19	1	2
832.7276	10	clicks_mid	1	8327276	19	1	2
842.7972	10	clicks_high	2	8427972	20	1	2
852.8668	10	clicks_mid	1	8528668	20	1	2
862.9364	10	clicks_low	0	8629364	20	1	2
873.006	10	clicks_low	0	8730060	21	1	2
883.0756	10	clicks_high	2	8830756	21	1	2
893.1452	10	clicks_mid	1	8931452	21	1	2
903.2148	10	clicks_low	0	9032148	22	1	2
913.2844	10	clicks_mid	1	9132844	22	1	2
923.3539	10	clicks_high	2	9233539	22	1	2
933.4235	10	clicks_low	0	9334235	23	1	2
943.4931	10	clicks_mid	1	9434931	23	1	2
953.5627	10	clicks_high	2	9535627	23	1	2
963.6323	10	clicks_high	2	9636323	24	1	2
973.7019	10	clicks_low	0	9737019	24	1	2
983.7715	10	clicks_mid	1	9837715	24	1	2
993.8197	10	clicks_high	2	9938197	25	1	2
1003.8893	10	clicks_mid	1	10038893	25	1	2
1013.9589	10	clicks_low	0	10139589	25	1	2
1024.0498	10	clicks_low	0	10240498	26	1	2
1034.0981	10	clicks_high	2	10340981	26	1	2
1044.1677	10	clicks_mid	1	10441677	26	1	2
1054.2373	10	clicks_mid	1	10542373	27	1	2
1064.3069	10	clicks_high	2	10643069	27	1	2
1074.3765	10	clicks_low	0	10743765	27	1	2
1084.446	10	clicks_mid	1	10844460	28	1	2
1094.5156	10	clicks_low	0	10945156	28	1	2
1104.5852	10	clicks_high	2	11045852	28	1	2
1114.6548	10	clicks_low	0	11146548	29	1	2
1124.7244	10	clicks_high	2	11247244	29	1	2
1134.7727	10	clicks_mid	1	11347727	29	1	2
1156.6612	10	male_low	3	11566612	36	1	2
1166.7308	10	female_high	8	11667308	79	1	2
1176.8004	10	female_low	6	11768004	12	1	2
1186.87	10	male_high	5	11868700	4	1	2
1196.9396	10	male_mid	4	11969396	89	1	2
1207.0091	10	female_mid	7	12070091	103	1	2
1217.0787	10	female_mid	7	12170787	38	1	2
1227.1483	10	male_high	5	12271483	13	1	2
1237.1966	10	male_mid	4	12371966	33	1	2
1247.2662	10	female_low	6	12472662	47	1	2
1257.3358	10	female_high	8	12573358	110	1	2
1267.4053	10	male_low	3	12674053	64	1	2
1277.4536	10	female_mid	7	12774536	78	1	2
1287.5445	10	male_low	3	12875445	25	1	2
1297.6141	10	female_low	6	12976141	87	1	2
1307.6837	10	female_high	8	13076837	68	1	2
1317.7533	10	male_high	5	13177533	43	1	2
1327.8229	10	male_mid	4	13278229	98	1	2
1337.8925	10	female_high	8	13378925	36	1	2
1347.9621	10	female_low	6	13479621	110	1	2
1358.0316	10	male_mid	4	13580316	15	1	2
1368.1012	10	female_mid	7	13681012	1	1	2
